Date       Open	   High	  Low	    Close
3/19/2014	1228.14	1237.56	1216.16	1221.81
3/20/2014	1217.38	1233.66	1210.59	1228.2
3/21/2014	1237.35	1257.98	1237.35	1249.44
3/24/2014	1255.03	1263.09	1243.88	1253.43
3/25/2014	1253.43	1273.35	1253.43	1267.93
3/26/2014	1273.66	1280.58	1256.76	1256.94
3/27/2014	1258.8	1270.68	1258.73	1267.28
3/28/2014	1269.93	1281.05	1264	1267.15
3/31/2014	1279.43	1289.31	1279.18	1283.92
4/1/2014	1292.08	1296.65	1282.98	1290.06
4/2/2014	1286.53	1303.28	1283.55	1301.45
4/3/2014	1295.33	1301.1	1290.45	1298.83
4/4/2014	1308.55	1320.66	1296.82	1299.61
4/7/2014	1300.85	1308.55	1289.48	1298.48
4/8/2014	1307.34	1327.43	1307.34	1316.26
4/9/2014	1317.39	1331.23	1310.73	1322.09
4/10/2014	1320.89	1320.89	1296.24	1299.56
4/11/2014	1293.13	1295.58	1285.2	1291.18
4/14/2014	1297.38	1314.51	1297.38	1308.09
4/15/2014	1292.59	1292.59	1259.55	1281.37
4/16/2014	1286.8	1290.54	1278.34	1284.16
4/17/2014	1284.16	1298.46	1281.5	1291.48
4/21/2014	1293.77	1293.82	1277.16	1284.09
4/22/2014	1284.53	1285.95	1277.72	1280.01
4/23/2014	1279.67	1282.38	1271.98	1280.41
4/24/2014	1285.53	1290.28	1276.02	1287.4
4/25/2014	1281.82	1281.82	1262.66	1268.52
4/28/2014	1268.52	1268.52	1247.55	1258.49
4/29/2014	1263.91	1272.88	1263.91	1267.01
4/30/2014	1260.76	1261.76	1254.53	1261.39
5/1/2014	1260.48	1262.53	1254.26	1261.27
5/2/2014	1264.3	1283.03	1263.95	1279.88
5/5/2014	1275.77	1275.77	1261.26	1265.06
5/6/2014	1265.34	1277.93	1262.77	1267.61
5/7/2014	1267.61	1277.24	1262.27	1276.47
5/8/2014	1276.47	1282.87	1268.19	1270.46
5/9/2014	1263.76	1266.43	1257.99	1263.83
5/12/2014	1263.83	1301.46	1263.83	1300.68
5/13/2014	1300.68	1303.36	1296.17	1297.07
5/14/2014	1297.78	1309.19	1297.76	1299.44
5/15/2014	1297.59	1299.1	1278.63	1288.96
5/16/2014	1288.96	1288.96	1274.13	1287.77
5/19/2014	1278.64	1285.82	1278.64	1285.2
5/20/2014	1279.25	1282.75	1258.63	1262.53
5/21/2014	1266.07	1271.14	1263.09	1269.18
5/22/2014	1268.21	1284.85	1268.21	1275.69
5/23/2014	1279.59	1286.03	1277.28	1284.52
5/27/2014	1287	1292.34	1287	1289.9
5/28/2014	1282.48	1283.86	1271.41	1277.95
5/29/2014	1280.97	1284.91	1271.76	1284.54
5/30/2014	1266.27	1266.99	1256.41	1258.4
6/2/2014	1260.88	1264.51	1256.26	1262.25
6/3/2014	1256.96	1261.91	1256.96	1260.65
6/4/2014	1260.62	1266.04	1258.32	1260.58
6/5/2014	1271.59	1281.77	1269.12	1278.93
6/6/2014	1288.34	1294.66	1284.32	1292.9
6/9/2014	1293.82	1301.02	1292.82	1298.25
6/10/2014	1294.16	1294.16	1283.58	1287.32
6/11/2014	1285.55	1291.44	1281.6	1289.81
6/12/2014	1278.65	1278.65	1264.16	1266.14
6/13/2014	1268.2	1274.64	1265.13	1273.03
6/16/2014	1272.59	1273.1	1262.6	1264.81
6/17/2014	1260.99	1276.51	1258.42	1275.59
6/18/2014	1276.35	1297.65	1274.42	1296.89
6/19/2014	1299.02	1304.99	1291.53	1295.76
6/20/2014	1291.52	1292.4	1286.56	1288.18
6/23/2014	1296.41	1304.92	1295.58	1300.91
6/24/2014	1296.33	1309.61	1288.39	1289.92
6/25/2014	1289.71	1301.95	1288.87	1300.91
6/26/2014	1301.93	1310.17	1300.88	1308.9
6/27/2014	1299.63	1302.46	1292.52	1300.21
6/30/2014	1296.98	1306.37	1291.3	1305.81
7/1/2014	1310.71	1323.06	1310.71	1315.18
7/2/2014	1316.11	1339.29	1315.78	1338.28
7/3/2014	1341.59	1356.57	1341.59	1354.74
7/7/2014	1349.97	1351.87	1341.71	1346.91
7/8/2014	1345.28	1345.28	1335.41	1336.97
7/9/2014	1336.92	1344.14	1335.55	1341.62
7/10/2014	1324.19	1332.45	1318.72	1323.31
7/11/2014	1319.48	1329.75	1311.12	1325.77
7/14/2014	1329.26	1331.45	1319.81	1323.16
7/15/2014	1325.26	1335.83	1319.68	1331.76
7/16/2014	1337.18	1353.63	1337.18	1353.12
7/17/2014	1347.01	1348.63	1325.71	1327.53
7/18/2014	1328.09	1349.8	1328.09	1345.72
7/21/2014	1345.27	1350.16	1334.8	1349.83
7/22/2014	1355.9	1366.06	1355.9	1362.07
7/23/2014	1359.58	1361.64	1353.65	1358.71
7/24/2014	1363.88	1368.34	1358.62	1362.12
7/25/2014	1362.17	1364.85	1355.55	1362.64
7/28/2014	1366.71	1370.21	1358.39	1368.02
7/29/2014	1373.75	1374.62	1361.31	1361.31
7/30/2014	1369.12	1370.97	1355.51	1358.01
7/31/2014	1349.83	1352.28	1330.13	1336.17
8/1/2014	1333.69	1340.77	1318.21	1328.1
8/4/2014	1334.58	1344.79	1326.42	1343.58
8/5/2014	1332.34	1340	1322.23	1327.61
8/6/2014	1322.61	1340.39	1320.53	1334.76
8/7/2014	1334.39	1340.38	1314.39	1320.83
8/8/2014	1316.95	1334.45	1313.72	1334.4
8/11/2014	1342.24	1350.31	1340.34	1343.71
8/12/2014	1341.64	1343.88	1333.46	1338.57
8/13/2014	1332.6	1342.68	1330.06	1339.07
8/14/2014	1337.46	1337.73	1329.66	1334.28
8/15/2014	1340.4	1342.81	1326.34	1332.6
8/18/2014	1332.6	1355.41	1332.6	1355.2
8/19/2014	1352.62	1362.08	1352.45	1357.96
8/20/2014	1354.64	1361.97	1354.25	1360.03
8/21/2014	1358.65	1358.65	1347.06	1351.57
8/22/2014	1345.51	1348.65	1336.82	1346.82
8/25/2014	1351.25	1355.03	1345.69	1349.22
8/26/2014	1349.09	1367.2	1349.09	1365.19
8/27/2014	1362.31	1363.75	1354.46	1359.55
8/28/2014	1342.75	1342.75	1325.23	1327.72
8/29/2014	1330.85	1334.63	1321.35	1333.8
9/2/2014	1334.75	1334.75	1325.69	1327.16
9/3/2014	1335.5	1349.72	1335.5	1341.12
9/4/2014	1340.27	1355.94	1338.16	1340.41
9/5/2014	1338.02	1341.08	1329.54	1341.04
9/8/2014	1336.17	1336.27	1317.59	1321.36
9/9/2014	1321.36	1326.49	1308.85	1313.24
9/10/2014	1313.24	1313.52	1300.55	1309.72
9/11/2014	1307.55	1323.17	1307.55	1322.56
9/12/2014	1320.76	1320.76	1308.98	1313.34
9/15/2014	1314.99	1320.26	1311.42	1313.91
9/16/2014	1311.37	1337.42	1306.65	1332.16
9/17/2014	1349.67	1352.59	1340.13	1343.75
9/18/2014	1346.47	1349.49	1341.86	1346.65
9/19/2014	1345.13	1346.97	1323.09	1326.45
9/22/2014	1311.07	1311.07	1284.55	1290.43
9/23/2014	1290.29	1294.95	1282.95	1283.48
9/24/2014	1290.22	1291.72	1277.07	1282.47
9/25/2014	1269.33	1269.33	1244.09	1251.08
9/26/2014	1249.81	1251.56	1243.97	1246.46
9/29/2014	1235.88	1235.88	1219.62	1221.32
9/30/2014	1221.32	1225.76	1210.65	1217.94
10/1/2014	1217.94	1217.94	1182.77	1188.16
10/2/2014	1189.19	1194.49	1165.97	1190.3
10/3/2014	1183.4	1185.38	1167.69	1168.27
10/6/2014	1190.72	1217.49	1171.49	1186.56
10/7/2014	1181.36	1186.89	1170.24	1170.81
10/8/2014	1170.98	1183.4	1146.14	1182.44
10/9/2014	1180.79	1181.24	1145	1148.16
10/10/2014	1135.06	1142.36	1117.01	1117.1
10/13/2014	1139.24	1157.68	1132.88	1133.54
10/14/2014	1144.05	1173.62	1139.05	1153.59
10/15/2014	1138.34	1146.78	1110.04	1141.79
10/16/2014	1116.04	1144.56	1108.89	1133.3
10/17/2014	1134.15	1146.22	1128.42	1133.87
10/20/2014	1126.68	1135.17	1124.23	1134.09
10/21/2014	1139.19	1157.79	1139.19	1154.45
10/22/2014	1154.45	1156.44	1140.98	1141.71
10/23/2014	1142.8	1162.39	1141.66	1152.44
10/24/2014	1153.57	1174	1153.57	1171.06
10/27/2014	1151.06	1151.06	1134.02	1141.18
10/28/2014	1150.54	1173.17	1148.31	1172.19
10/29/2014	1176.18	1180.3	1143.82	1152.17
10/30/2014	1142.25	1148.61	1130.88	1144.4
10/31/2014	1144.17	1168.48	1137.32	1167.68
11/3/2014	1162.79	1162.79	1146.82	1148.89
11/4/2014	1143.41	1144.26	1116.48	1127.58
11/5/2014	1127.27	1134.2	1117.22	1127.56
11/6/2014	1123.25	1124.42	1112.63	1115.37
11/7/2014	1115.37	1141.57	1115.37	1138.6
11/10/2014	1138.73	1145.1	1116.94	1118.78
11/11/2014	1106.87	1109.91	1099.99	1107.94
11/12/2014	1104.6	1115.35	1098.45	1102.19
11/13/2014	1102.35	1108.68	1087.99	1091.43
11/14/2014	1086.94	1106.37	1083.58	1103.48
11/17/2014	1104.4	1105.82	1092.63	1100.08
11/18/2014	1096.56	1096.91	1088.93	1089.58
11/19/2014	1084.54	1084.54	1063.94	1066.32
11/20/2014	1053.69	1073.35	1051.99	1071.92
11/21/2014	1104.8	1119.82	1104.8	1112.84
11/24/2014	1112.93	1118.76	1105.97	1109.7
11/25/2014	1110.58	1117.98	1107.51	1114.07
11/26/2014	1118.77	1119.9	1106.7	1109.31
11/28/2014	1101.68	1101.68	1069.73	1071.38
12/1/2014	1067.06	1067.55	1042.33	1047.95
12/2/2014	1054.61	1059.94	1036.28	1038.39
12/3/2014	1043.53	1067.77	1043.53	1062.13
12/4/2014	1053.04	1056.44	1044.98	1050.38
12/5/2014	1046.12	1059.48	1040.72	1046.9
12/8/2014	1046.9	1046.9	1015.49	1017.83
12/9/2014	1007.48	1026.56	1000.21	1019.33
12/10/2014	1013.44	1013.44	983.78	984.94
12/11/2014	978.46	983.35	967.8	968.92
12/12/2014	963.74	964.22	937.33	937.37
12/15/2014	939.57	943.23	915.63	915.66
12/16/2014	924.2	945.52	917.91	923.21
12/17/2014	923.21	960.01	923.21	955.7
12/18/2014	965.8	977.93	952.71	965.62
12/19/2014	964.9	994.58	963.96	992.41
12/22/2014	991.8	993.93	971.62	974.6
12/23/2014	977.52	991.24	973.85	984.77
12/24/2014	982.1	985.16	973.07	981.36
12/26/2014	985.72	999.94	985.53	989.52
12/29/2014	989.52	1001.67	988.41	993.16
12/30/2014	994.16	1008	993.35	998.87
12/31/2014	999.48	1003.84	986.3	990.61
1/2/2015	987.29	991.47	972.88	979.56
1/5/2015	960.35	960.35	934.68	939.91
1/6/2015	945.8	956.75	932.84	942.83
1/7/2015	955.82	961.38	948.82	956.86
1/8/2015	959.27	975.26	955.72	971.15
1/9/2015	968.56	968.56	952.52	959.61
1/12/2015	949.58	949.58	924.35	940.33
1/13/2015	942.75	947.85	921.36	926.74
1/14/2015	907.47	908.12	880.05	898.68
1/15/2015	906.8	911.28	892.87	894.77
1/16/2015	897.76	917.08	897.76	917.05
1/20/2015	916.83	917.92	905.91	913.33
1/21/2015	910.29	929.71	907.99	929.35
1/22/2015	936.99	941.53	927.29	940.83
1/23/2015	923.05	923.28	896.58	896.59
1/26/2015	895.03	904.88	887.09	901.7
1/27/2015	892.37	905.21	887.57	900.4
1/28/2015	906.57	908.02	885.13	886.17
1/29/2015	888.11	891.72	868.52	879.14
1/30/2015	869.16	890.74	862.71	883.12
2/2/2015	885.59	902.44	882.75	900.53
2/3/2015	911.87	942.34	911.87	941.22
2/4/2015	930.15	930.15	913.71	918.11
2/5/2015	921.16	938.11	921.16	936.34
2/6/2015	930.13	935.97	923.96	926.28
2/9/2015	930.04	956.14	929.99	946.09
2/10/2015	939.2	939.2	918.58	926.62
2/11/2015	920.88	929.98	910.21	926.83
2/12/2015	943.76	953.2	942.99	951.82
2/13/2015	960.83	981.57	960.83	980.19
2/17/2015	979.99	979.99	965.28	972.43
2/18/2015	972.43	980.79	963.94	970.41
2/19/2015	962.31	967.91	952.19	964.94
2/20/2015	963.84	975.93	958.99	974.12
2/23/2015	966.15	966.15	947.38	951.28
2/24/2015	955.25	969.94	952.13	967.71
2/25/2015	964.56	966.42	956.22	961.71
2/26/2015	957.81	958.08	946.73	949.97
2/27/2015	949.47	955.83	948.64	948.91
3/2/2015	945.74	946.57	932.91	938.62
3/3/2015	937.65	947.54	935.69	936.91
3/4/2015	924.4	926.63	911.54	924.9
3/5/2015	922.43	923.28	912.88	918.43
3/6/2015	907.53	909.29	893.49	898.5
3/9/2015	895.87	898.21	890.23	893.21
3/10/2015	883.97	885.03	869.88	870.01
3/11/2015	867.12	874.2	863.99	873.02
3/12/2015	883.75	889.46	877.86	880.47
3/13/2015	873.56	873.56	849.72	860.26
3/16/2015	862.88	865.01	851.25	859.06
3/17/2015	857.16	870.93	856.84	868.53
3/18/2015	860.44	896.97	860.29	893.68
3/19/2015	885.09	885.09	860.9	862.35
3/20/2015	870.3	887.9	869.41	887.53
3/23/2015	889.83	908.8	889.83	907.61
3/24/2015	906.97	908.28	895.3	899.49
3/25/2015	904.42	910.54	894.21	894.57
3/26/2015	896.17	899.52	878.84	881.14
3/27/2015	872.77	872.77	858.09	861.27
3/30/2015	862.99	882.84	862.99	878.56
3/31/2015	868.79	868.79	859.55	865.05
4/1/2015	859.83	862.46	853.48	857.21
4/2/2015	853.72	870.25	850.31	869.21
4/6/2015	873.1	883.11	871.06	877.5
4/7/2015	883.51	894.26	881.5	887.03
4/8/2015	898.86	903.25	887.28	887.7
4/9/2015	884.55	892.94	881.03	890.65
4/10/2015	889.96	893.55	886.77	888.05
4/13/2015	885.93	886.41	876.5	878.67
4/14/2015	891.02	908.2	891.02	904.74
4/15/2015	910.14	927.38	909.7	923.95
4/16/2015	925.49	925.68	907.44	907.46
4/17/2015	907.46	907.46	884.87	890.81
4/20/2015	893.13	904.26	893.13	898.33
4/21/2015	894.46	905.6	892.47	895.55
4/22/2015	903.4	918.48	903.13	918.24
4/23/2015	920.89	961.74	920.71	959.72
4/24/2015	974.6	985.53	974.6	981.81
4/27/2015	990.71	1003.23	988.4	989.08
4/28/2015	996.21	1001.59	992.13	994.98
4/29/2015	977.86	977.86	964.02	967.78
4/30/2015	957.31	976.3	952.15	975.27
5/1/2015	987.78	996.55	976.91	988.96
5/4/2015	989.64	998.73	987.78	994.17
5/5/2015	1002.33	1018.2	1001.25	1013.38
5/6/2015	1020.52	1023.46	993.39	996.62
5/7/2015	989.79	989.79	968.84	980.04
5/8/2015	991.95	996.48	977.48	984.45
5/11/2015	987.39	1001.78	987.39	991.58
5/12/2015	990.28	994.45	982.85	983.29
5/13/2015	987.16	989.71	977.75	979.3
5/14/2015	989.91	1000.24	982.74	987.36
5/15/2015	985.93	987.81	978.42	984.18
5/18/2015	977.53	977.53	963.36	964.4
5/19/2015	955.3	955.3	938.67	941.74
5/20/2015	947.04	953.75	939.12	949.08
5/21/2015	950.21	950.21	938.87	943.05
5/22/2015	943.04	947.16	933.16	941.94
5/26/2015	935.12	937.41	917.78	921.08
5/27/2015	917.51	928.56	912.39	927.3
5/28/2015	923.08	923.08	907.31	917.57
5/29/2015	911.93	916.42	907.56	907.56
6/1/2015	908.16	909.33	895.7	901.33
6/2/2015	911.05	940.54	911.05	937.9
6/3/2015	938.8	951.82	930.93	934.01
6/4/2015	929.87	932.61	916.36	919.69
6/5/2015	912.66	919.3	905.78	912.39
6/8/2015	912.39	913.86	900.04	903.26
6/9/2015	907.32	916.19	903.15	903.25
6/10/2015	922.7	933.77	921.04	922.31
6/11/2015	919.16	923.53	914.77	921.64
6/12/2015	917.27	917.34	906.78	916.61
6/15/2015	905.68	905.68	895.75	896.36
6/16/2015	891	896.56	886.94	892.83
6/17/2015	891.45	892.24	875.91	890.08
6/18/2015	892.72	899.32	885.08	899.31
6/19/2015	897.36	897.36	888.54	888.64
6/22/2015	898.89	899.13	888.42	888.78
6/23/2015	888.37	899.82	886.69	898.68
6/24/2015	897.03	901.53	885.92	888.86
6/25/2015	887.14	889.29	874.14	876.25
6/26/2015	876.53	880.11	872.61	877.16
6/29/2015	867.13	869.85	855.09	855.43
6/30/2015	857.37	858.56	832.4	835.55
7/1/2015	840.12	842.96	829.52	830.21
7/2/2015	832.33	838.05	820.55	827.24
7/6/2015	809.89	813.73	800.22	803.91
7/7/2015	793.51	804.22	766.71	801.27
7/8/2015	787.95	789.79	767.41	769.51
7/9/2015	785.33	793.08	772.06	773.15
7/10/2015	791.36	794.66	780.7	781.66
7/13/2015	787.97	811.78	781.26	810.69
7/14/2015	804.96	804.96	796.63	801.42
7/15/2015	795.39	795.39	775.94	779
7/16/2015	783.28	785.73	774.86	778.08
7/17/2015	777.06	777.06	762.1	762.53
7/20/2015	761.4	761.74	750.18	750.78
7/21/2015	749.91	767.66	748.71	753.93
7/22/2015	739.48	742.77	729.9	735.4
7/23/2015	736.63	743	732.3	735.89
7/24/2015	732.26	732.26	711.71	714.09
7/27/2015	709.31	720.53	701.77	710.75
7/28/2015	721.42	743.42	719.76	739.39
7/29/2015	743.05	760.91	742.49	760.08
7/30/2015	758.41	768.06	738.27	743.09
7/31/2015	750.72	752.95	736.26	739.78
8/3/2015	733.45	736.88	723.73	731.61
8/4/2015	737.44	747.72	732.62	738.77
8/5/2015	753.77	765.78	745.86	746.94
8/6/2015	746.69	763.94	743.5	763.21
8/7/2015	755.31	763.71	745.38	747.04
8/10/2015	748.89	780.94	743.12	779.51
8/11/2015	762.83	762.83	739.15	747.45
8/12/2015	737.69	742.66	727.23	742.33
8/13/2015	733.95	734.26	720.55	725.39
8/14/2015	725.27	735.8	724.92	732.19
8/17/2015	729.13	732.75	723.98	731.99
8/18/2015	725.03	725.89	718.97	720.49
8/19/2015	711.64	712.8	694.57	700.96
8/20/2015	705.81	705.81	691.22	692.76
8/21/2015	684.29	686.65	670.1	670.24
8/24/2015	638.48	662.19	618.85	633.85
8/25/2015	650.6	658.36	625.65	625.76
8/26/2015	636.78	643.29	625.47	643
8/27/2015	650.73	690.98	650.73	690.85
8/28/2015	683.6	704.84	682.2	689.86
8/31/2015	677.89	696.88	670.66	694.35
9/1/2015	683.16	683.16	660.96	665.42
9/2/2015	678.06	682.34	663.93	681.27
9/3/2015	680.69	699.65	680.13	684.18
9/4/2015	672.48	672.48	658.57	660.34
9/8/2015	679.7	684.06	673.03	682.93
9/9/2015	698.3	703.48	676	678.54
9/10/2015	678.06	688.27	672.31	684.88
9/11/2015	686.03	688.04	674.67	681.75
9/14/2015	681.75	681.75	660.54	668.15
9/15/2015	661.79	667.63	659.27	666.44
9/16/2015	668.44	685.74	668.44	681.98
9/17/2015	678.53	695.55	673.14	681.04
9/18/2015	672.08	673.2	656.31	658.98
9/21/2015	661.92	663.7	651.77	654.4
9/22/2015	638.31	638.31	620.13	626.11
9/23/2015	628.38	629.59	604.73	605.18
9/24/2015	597.84	619.7	594.48	617.95
9/25/2015	620.11	622.05	602.89	605.23
9/28/2015	592.37	592.78	578.14	578.2
9/29/2015	578.2	588.46	578.2	581.35
9/30/2015	587.94	592.39	581.39	588.86
10/1/2015	594.4	600.47	583.53	590.53
10/2/2015	589.27	614.19	583.42	613.45
10/5/2015	620.53	642.55	620.42	640.41
10/6/2015	641.18	654.9	640.64	653.17
10/7/2015	671.43	691.92	667.71	679.76
10/8/2015	679.76	700.84	678.43	696.91
10/9/2015	708.36	720.71	708.28	713.47
10/12/2015	714.17	714.31	692.05	695.71
10/13/2015	687.67	694.72	678.97	680.24
10/14/2015	688.48	694.92	683.81	688.94
10/15/2015	689.11	702.72	682.75	702.37
10/16/2015	699.07	699.07	684.81	689.47
10/19/2015	684.24	684.24	664.37	667.3
10/20/2015	661.26	662.57	650.68	652.02
10/21/2015	657.82	657.82	643.48	644.27
10/22/2015	648.9	667.37	648.9	666.05
10/23/2015	670.97	678.02	666.28	669.58
10/26/2015	670.58	670.58	652.13	653.77
10/27/2015	647.74	649.79	638.16	642.16
10/28/2015	637.66	656.88	637.01	648.55
10/29/2015	641.04	645.04	636.62	637.03
10/30/2015	642.08	648.78	635.78	645.59
11/2/2015	641.6	664.97	640.46	662.82
11/3/2015	661.53	684.95	659.48	673.82
11/4/2015	676.96	678.45	658.08	663.47
11/5/2015	655.17	655.17	644.04	646.83
11/6/2015	635.94	642.77	627.97	640.78
11/9/2015	641.23	642.68	630.51	631.42
11/10/2015	627.85	634.53	625.94	632.29
11/11/2015	640.47	640.73	623.26	626.98
11/12/2015	615.66	615.66	607.39	607.76
11/13/2015	608.54	616.36	602.21	608.87
11/16/2015	606.41	616.16	602.41	611.95
11/17/2015	609.81	609.81	597.14	598.99
11/18/2015	606.97	623.94	606.85	622.64
11/19/2015	623.45	630.16	622.96	625.86
11/20/2015	631.25	634.19	614.22	615.54
11/23/2015	614.58	617.29	605.2	606.39
11/24/2015	604.57	623.23	604.57	622.76
11/25/2015	618.19	621.31	610.93	612.72
11/27/2015	611.21	612.31	607.2	608.47
11/30/2015	608.25	611.51	597.96	605.7
12/1/2015	606.24	610.79	603.26	607.66
12/2/2015	602.07	603.19	592.72	595.28
12/3/2015	598.69	600.85	587.02	590.31
12/4/2015	585.9	587.17	579.11	585.44
12/7/2015	579.15	579.15	565.9	567.69
12/8/2015	550.6	552.7	543.52	548.41
12/9/2015	556.95	568.97	552.45	557.8
12/10/2015	557.53	577.99	556.63	572.07
12/11/2015	563.63	563.63	547.97	548.32
12/14/2015	548.27	552.36	538.43	542.43
12/15/2015	547.86	554.37	541.24	544.43
12/16/2015	545.43	547.26	535.89	546.91
12/17/2015	542.53	542.53	531.82	531.83
12/18/2015	535.18	540.9	532.55	532.68
12/21/2015	539.63	542.58	534.66	537.46
12/22/2015	539.4	558.91	539.09	556.42
12/23/2015	570.26	581.16	567.65	577.49
12/24/2015	576.15	577.34	569.15	572.99
12/28/2015	570.41	570.41	559.14	561.81
12/29/2015	564.66	565.71	555.76	562.14
12/30/2015	559.21	560.39	553.81	556.58
12/31/2015	554.04	558.88	551.64	553.74
1/4/2016	544.96	544.96	533.78	543.04
1/5/2016	545.62	547.5	538.77	546.89
1/6/2016	531.28	531.49	523.95	526.02
1/7/2016	511.38	512.59	496.97	498.25
1/8/2016	500.13	506.96	484.59	484.6
1/11/2016	490.58	497.53	477.04	479.97
1/12/2016	483.28	485.84	464.9	473.71
1/13/2016	473.71	484.44	460.77	461.29
1/14/2016	466.77	482	462.87	477.96
1/15/2016	462.89	462.89	447	456.47
1/19/2016	462.17	467.14	451.67	456.96
1/20/2016	449.68	456.51	433.23	451.8
1/21/2016	453.64	464.81	449.98	455.45
1/22/2016	466.33	473.84	457.68	463.61
1/25/2016	461.93	463.2	450.02	450.02
1/26/2016	455.99	474.63	455.99	474.63
1/27/2016	468.26	478.51	464.86	467.59
1/28/2016	477.56	483.18	466.91	477.73
1/29/2016	475.56	498.47	474.82	497.67
2/1/2016	488.78	496.47	482.38	495.17
2/2/2016	485.27	485.27	473.27	475.26
2/3/2016	484	496.31	471.44	495.99
2/4/2016	495.99	539.92	495.99	529.25
2/5/2016	522.82	531.8	515.08	516.72
2/8/2016	511.63	513.11	501.34	505.39
2/9/2016	495.59	496.71	485.31	491.8
2/10/2016	492.91	502.12	486.8	492.17
2/11/2016	492.17	492.17	472.63	477.93
2/12/2016	490.87	507.38	490.87	507.19
2/16/2016	512.23	524.1	508.54	521.36
2/17/2016	528.35	550.66	528.35	544.58
2/18/2016	541.58	544.25	529.43	532.44
2/19/2016	531.32	531.56	525.24	529.79
2/22/2016	541.86	556.69	541.86	555.86
2/23/2016	550.25	550.25	534.27	536.01
2/24/2016	519.15	533.06	514.76	531.49
2/25/2016	527.04	532.16	518.57	529.52
2/26/2016	533.6	542.03	528.86	531.52
2/29/2016	534.91	552.31	534.91	548.35
3/1/2016	560.89	571.51	555.85	569.71
3/2/2016	575.41	613.71	575.41	613.6
3/3/2016	613.93	634.65	613.72	633.86
3/4/2016	642.34	678.5	642.34	657.56
3/7/2016	658.1	688.38	658.1	687.22
3/8/2016	668.36	670.48	639.59	642.6
3/9/2016	643.49	650.41	628.97	641.73
3/10/2016	639.8	661.88	634.14	661.57
3/11/2016	665.18	671.11	655.67	665.65
3/14/2016	661.48	668.63	646.41	660.59
3/15/2016	649.39	649.39	631.94	637.12
3/16/2016	633.58	665.53	630.25	664.56
3/17/2016	664.55	701.45	664.55	697.68
3/18/2016	700.01	714.56	693.67	700.21
3/21/2016	697.66	705.52	686.78	697.29
3/22/2016	687.39	703.1	685.94	700.88
3/23/2016	694.49	698.7	669.09	671.04
3/24/2016	663.48	685.9	655.07	685.25
3/28/2016	688.56	691.85	674.19	687.34
3/29/2016	679.27	693.83	666.9	692.82
3/30/2016	704.37	718.1	703.48	707.65
3/31/2016	708.6	712.1	697.96	700.51
4/1/2016	688.66	711.45	686.88	711.18
4/4/2016	711.69	717.07	689.09	689.59
4/5/2016	682.06	695.28	677.11	689.66
4/6/2016	686.75	701.46	681.74	694.75
4/7/2016	692.3	695.57	678.23	680.55
4/8/2016	693.45	716.2	693.45	714.33
4/11/2016	728.27	746.39	728.27	742.51
4/12/2016	753.41	773	743.41	772.02
4/13/2016	772.02	817.56	772.02	812.8
4/14/2016	812.8	812.8	787.07	798.23
4/15/2016	789.3	803.5	786.4	801.61
4/18/2016	792.52	814.02	789.54	806.26
4/19/2016	819.72	841.61	819.72	838.7
4/20/2016	848.48	862.44	840.73	852.48
4/21/2016	854.57	857.83	828.37	829.6
4/22/2016	826.98	840.87	822.19	825.45
4/25/2016	825.46	825.46	785.23	788.64
4/26/2016	791.87	806.69	774.3	805.54
4/27/2016	797.55	824.34	794.14	824.27
4/28/2016	826.29	852.86	819.94	823.02
4/29/2016	831.38	848.72	825.76	831.01
5/2/2016	830.64	837.05	814.34	831.23
5/3/2016	812.67	812.67	779.42	786.57
5/4/2016	773.34	787.86	767.56	772.95
5/5/2016	778.79	785.39	754.73	758.76
5/6/2016	751.75	777.82	746.04	769.87
5/9/2016	744.33	744.33	701.2	710.11
5/10/2016	718.57	737.97	716.47	737.05
5/11/2016	740.44	746.67	728.06	734.84
5/12/2016	734.02	742.7	713.44	719.19
5/13/2016	715.21	718.95	695.32	697.39
5/16/2016	702.29	727.02	702.29	706.79
5/17/2016	707.66	719.77	694.69	708.01
5/18/2016	698.22	707.5	679.08	681.85
5/19/2016	670.01	686.05	662.49	682.25
5/20/2016	688.43	696.78	677.69	681.28
5/23/2016	672.68	691.14	670.23	684.89
5/24/2016	691.78	693.16	680.52	681.44
5/25/2016	686.39	701.67	686.39	699.73
5/26/2016	712.26	721.2	701.69	706.5
5/27/2016	705.93	706.91	690.55	695.55
5/31/2016	699.25	712.03	693.29	696.39
6/1/2016	688.11	698.93	680.76	697.48
6/2/2016	691.45	708.33	691.43	708.21
6/3/2016	714.32	733.53	714.07	732.59
6/6/2016	732.59	758	732.59	757.44
6/7/2016	753.29	768.06	753.29	757.79
6/8/2016	771.97	790.61	771.97	788.98
6/9/2016	779.04	779.04	754.87	760.81
6/10/2016	747.68	753.25	743.6	745.02
6/13/2016	737.72	746.95	734.27	735.27
6/14/2016	729.98	738.81	713.21	718.71
6/15/2016	732.73	748.17	732.73	739.2
6/16/2016	732.71	743.76	719.37	743.3
6/17/2016	749.73	764.05	746.87	747.73
6/20/2016	763.67	778.86	763.67	768
6/21/2016	768.6	768.6	748.13	756.23
6/22/2016	763.28	766.52	752.23	752.33
6/23/2016	766.84	780.84	763.28	780.45
6/24/2016	747.85	747.85	716.11	719.13
6/27/2016	714.72	717.19	691.48	697.17
6/28/2016	706.7	724.68	706.7	723.06
6/29/2016	738.14	747.49	737.2	740.47
