Date       Open	   High	  Low	    Close
2/2/2010	1594.24	1628.86	1586.25	1622.4
2/3/2010	1622.4	1628.21	1591.87	1593.06
2/4/2010	1593.06	1593.06	1486.7	1487.41
2/5/2010	1487.41	1504.84	1433.18	1504.84
2/8/2010	1504.84	1526.3	1472.3	1476.99
2/9/2010	1546.13	1546.13	1546.13	1546.13
2/10/2010	1546.13	1546.71	1502.14	1524.14
2/11/2010	1524.14	1581.22	1519.03	1579.99
2/12/2010	1579.99	1586.87	1529.34	1581.16
2/16/2010	1581.16	1646.24	1581.16	1641.89
2/17/2010	1641.89	1656.2	1621.38	1638.61
2/18/2010	1638.61	1667.1	1630.37	1663.18
2/19/2010	1663.18	1685.94	1644.8	1673.82
2/22/2010	1673.82	1688.42	1669.93	1673.2
2/23/2010	1673.2	1673.2	1604.21	1617.29
2/24/2010	1617.29	1640.93	1607.2	1617.97
2/25/2010	1617.97	1629.03	1558.5	1628.32
2/26/2010	1628.32	1641.38	1599.48	1637.32
3/1/2010	1637.32	1672.35	1636.55	1671.89
3/2/2010	1671.89	1715.4	1671.89	1696.51
3/3/2010	1696.51	1747.5	1696.51	1715.53
3/4/2010	1715.53	1734.58	1703.93	1727.17
3/5/2010	1727.17	1782.1	1727.17	1781.07
3/8/2010	1781.07	1799.17	1774.22	1787.26
3/9/2010	1787.26	1803.99	1765.95	1788.24
3/10/2010	1788.24	1814.7	1785.22	1800.92
3/11/2010	1800.92	1800.92	1765.3	1793.11
3/12/2010	1812.32	1822.44	1799.08	1806.32
3/15/2010	1806.32	1806.32	1771.8	1790.47
3/16/2010	1790.47	1833.91	1790.47	1832.61
3/17/2010	1832.61	1857	1822.2	1826.92
3/18/2010	1826.92	1832.25	1793.07	1798.19
3/19/2010	1798.19	1810.17	1757.1	1771.53
3/22/2010	1771.53	1797.05	1732.63	1792.86
3/23/2010	1792.86	1856.28	1792.86	1855.16
3/24/2010	1855.16	1855.16	1827.51	1838.68
3/25/2010	1838.68	1868.38	1806.72	1809.15
3/26/2010	1809.15	1854.89	1809.15	1836.79
3/29/2010	1836.79	1892.71	1836.79	1892.43
3/30/2010	1892.43	1901.87	1864.6	1881.27
3/31/2010	1881.27	1924.8	1875.37	1879.39
4/1/2010	1879.39	1932.83	1879.39	1929.76
4/5/2010	1929.76	1977.43	1929.76	1976.53
4/6/2010	1976.53	1993.49	1967.73	1977.7
4/7/2010	2076.14	2076.14	1931.49	1944.9
4/8/2010	1944.9	1954.17	1908.93	1952.35
4/9/2010	1952.35	1965.76	1943.64	1957.87
4/12/2010	1957.87	1969.38	1941.76	1948.88
4/13/2010	1948.88	1951.67	1925.42	1943.57
4/14/2010	1943.57	1975.93	1943.57	1974.33
4/15/2010	1974.33	1974.33	1935.28	1937.65
4/16/2010	1937.65	1937.65	1866.27	1883.29
4/19/2010	1883.29	1883.29	1829.52	1859.2
4/20/2010	1859.2	1890.37	1859.2	1865.45
4/21/2010	1865.45	1874.77	1831.56	1856.31
4/22/2010	1856.31	1856.31	1803.07	1854.98
4/23/2010	1854.98	1875.58	1846.08	1875.18
4/26/2010	1875.18	1911.2	1875.18	1882.6
4/27/2010	1882.6	1882.6	1778.54	1783.11
4/28/2010	1783.11	1806.24	1766.39	1791.57
4/29/2010	1791.57	1814.26	1791.57	1801.91
4/30/2010	2415.2	2415.2	1749.69	1752.11
5/3/2010	1752.11	1762.58	1711.33	1727.79
5/4/2010	1727.8	1727.8	1644.12	1655.88
5/5/2010	1655.88	1694.87	1606.66	1657.68
5/6/2010	1657.68	1689.79	1493.35	1590.76
5/7/2010	1590.76	1624.94	1532.34	1589.94
5/10/2010	1589.94	1720.72	1589.94	1719.43
5/11/2010	1719.43	1719.43	1667.28	1670.85
5/12/2010	1670.85	1704.48	1670.85	1699.16
5/13/2010	1699.16	1729.03	1680.95	1688.2
5/14/2010	1688.2	1688.2	1594.63	1619.66
5/17/2010	1619.66	1619.66	1532.63	1577.91
5/18/2010	1577.91	1623.21	1535.07	1538.64
5/19/2010	1538.64	1538.64	1475.23	1516.83
5/20/2010	1516.83	1516.83	1406.21	1419.07
5/21/2010	1419.07	1492.58	1404.31	1490.97
5/24/2010	1490.97	1507.05	1463.24	1464.03
5/25/2010	1464.03	1490.34	1391.8	1488.84
5/26/2010	1488.84	1549.32	1475.1	1484.3
5/27/2010	1484.3	1591.82	1484.3	1591.15
5/28/2010	1591.15	1592.44	1540.55	1560.17
6/1/2010	1560.17	1567.88	1495.95	1496.06
6/2/2010	1496.06	1603.64	1496.06	1603.02
6/3/2010	1603.02	1620.13	1551.8	1581.32
6/4/2010	1581.32	1581.32	1488.55	1497.82
6/7/2010	1497.82	1505.68	1455.54	1457.36
6/8/2010	1457.36	1490.13	1451.15	1488.83
6/9/2010	1488.83	1539.69	1486.43	1494.28
6/10/2010	1494.28	1568.76	1494.28	1568.46
6/11/2010	1568.46	1584.97	1546.22	1584.01
6/14/2010	1584.01	1632.25	1584.01	1589.81
6/15/2010	1589.81	1639.23	1589.81	1637.75
6/16/2010	1637.75	1638.2	1615.38	1624.94
6/17/2010	1624.94	1630.88	1582	1598.62
6/18/2010	1598.62	1607.53	1590.85	1597.74
6/21/2010	1597.74	1672.88	1597.74	1631.2
6/22/2010	1631.2	1647.88	1595.53	1598.1
6/23/2010	1598.1	1625.56	1578.87	1618.12
6/24/2010	1618.12	1618.12	1567.09	1570.01
6/25/2010	1570.01	1593.52	1548.87	1590.67
6/28/2010	1590.67	1592.23	1555.67	1559.75
6/29/2010	1559.75	1559.75	1459.91	1468.87
6/30/2010	1468.87	1510.64	1436.49	1441.22
7/1/2010	1441.22	1468.39	1406.7	1442.24
7/2/2010	1442.24	1462.71	1426.01	1439.47
7/6/2010	1439.47	1497.76	1439.47	1456.43
7/7/2010	1456.43	1515.13	1453.6	1514.72
7/8/2010	1514.72	1537.17	1505.12	1536.96
7/9/2010	1536.96	1577.2	1534.56	1573.12
7/12/2010	1573.12	1573.12	1514.53	1523.42
7/13/2010	1523.42	1559.36	1523.42	1549.37
7/14/2010	1549.37	1557.36	1527.89	1545.47
7/15/2010	1545.47	1545.47	1504.67	1528.26
7/16/2010	1528.26	1528.26	1475.9	1479.19
7/19/2010	1479.19	1507.5	1478.65	1493.75
7/20/2010	1493.75	1567.98	1481.94	1564.77
7/21/2010	1564.77	1601.3	1552.18	1563.5
7/22/2010	1563.5	1636.48	1563.5	1628.66
7/23/2010	1628.66	1670.84	1617.7	1668.42
7/26/2010	1668.42	1678.52	1651.51	1675.35
7/27/2010	1675.35	1687.99	1634.27	1647.16
7/28/2010	1647.16	1647.94	1620.6	1627.05
7/29/2010	1627.05	1661.31	1609	1630.05
7/30/2010	1630.05	1638.85	1599.48	1625.73
8/2/2010	1625.73	1697.05	1625.73	1691.79
8/3/2010	1691.79	1699.83	1674.12	1687.96
8/4/2010	1687.96	1708.68	1676.7	1705.76
8/5/2010	1705.76	1705.76	1686.08	1703.08
8/6/2010	1703.08	1715.61	1682.42	1704.97
8/9/2010	1704.97	1722.13	1701.68	1711.7
8/10/2010	1711.7	1711.7	1663.25	1682.3
8/11/2010	1682.3	1682.3	1596.32	1597.52
8/12/2010	1597.52	1606.46	1564.19	1597.29
8/13/2010	1597.29	1612.89	1591.95	1593.29
8/16/2010	1593.29	1624.45	1586.85	1615.05
8/17/2010	1615.05	1664.17	1615.05	1651.14
8/18/2010	1651.14	1667.5	1637.35	1658.94
8/19/2010	1658.94	1677.57	1621.64	1630.3
8/20/2010	1630.3	1630.3	1593.71	1614.62
8/23/2010	1614.62	1628.56	1579.13	1579.32
8/24/2010	1579.32	1579.32	1528.06	1534.31
8/25/2010	1534.31	1537.02	1498.52	1533.04
8/26/2010	1533.04	1560.26	1518.57	1521.06
8/27/2010	1521.06	1575.3	1517.01	1575.28
8/30/2010	1575.28	1575.44	1537.3	1537.38
8/31/2010	1537.38	1573.87	1534.48	1556.46
9/1/2010	1556.46	1641.61	1556.46	1640.5
9/2/2010	1640.5	1651.39	1623.91	1651.38
9/3/2010	1651.38	1682.15	1651.38	1664.37
9/7/2010	1664.37	1669.98	1635.67	1654.65
9/8/2010	1654.65	1690.84	1654.65	1672.46
9/9/2010	1672.46	1704.53	1661.55	1672.01
9/10/2010	1672.01	1684.13	1663.15	1674.39
9/13/2010	1674.39	1721.15	1674.39	1718.72
9/14/2010	1718.72	1718.72	1637.51	1701.54
9/15/2010	1701.54	1701.54	1679.34	1693.23
9/16/2010	1693.23	1697.55	1679.74	1691.36
9/17/2010	1691.36	1699.81	1669.56	1674.96
9/20/2010	1674.96	1688.57	1660.61	1687.73
9/21/2010	1687.73	1692.48	1665.27	1681.83
9/22/2010	1681.83	1714.38	1678.93	1683.74
9/23/2010	1683.74	1683.74	1653.71	1657.64
9/24/2010	1657.64	1703.66	1657.64	1701.44
9/27/2010	1701.44	1716.82	1693.79	1703.03
9/28/2010	1703.03	1727.38	1686.01	1723.81
9/29/2010	1723.81	1731.86	1710.08	1722.59
9/30/2010	1722.59	1750.12	1707.34	1723.67
10/1/2010	1723.68	1755.04	1723.68	1750.22
10/4/2010	1750.22	1750.22	1706.55	1718.08
10/5/2010	1718.08	1766.99	1718.08	1760.81
10/6/2010	1760.81	1785.41	1760.81	1773.27
10/7/2010	1773.27	1785.27	1744.41	1761.22
10/8/2010	1761.22	1803.27	1761.22	1798.29
10/11/2010	1798.29	1812.18	1789.9	1794.75
10/12/2010	1794.75	1794.75	1752.27	1777.62
10/13/2010	1777.62	1818.02	1777.62	1805.25
10/14/2010	1805.25	1814.44	1786.34	1800.12
10/15/2010	1800.12	1809.44	1766.17	1792.68
10/18/2010	1792.68	1801.02	1772.9	1797.33
10/19/2010	1797.33	1797.33	1723.17	1733.75
10/20/2010	1733.75	1779.61	1733.75	1770.89
10/21/2010	1770.89	1782.57	1719.61	1747.07
10/22/2010	1747.07	1758.82	1738.08	1744.44
10/25/2010	1744.44	1783.32	1744.44	1766.7
10/26/2010	1766.7	1766.7	1722.12	1749.01
10/27/2010	1749.01	1749.01	1706.4	1728.73
10/28/2010	1728.73	1753.35	1727.18	1735.31
10/29/2010	1735.31	1751.67	1729.16	1751.45
11/1/2010	1751.45	1782	1751.45	1764.69
11/2/2010	1764.69	1803.54	1764.69	1799.18
11/3/2010	1799.18	1803.41	1770.2	1800.1
11/4/2010	1800.1	1871.12	1800.1	1871
11/5/2010	1871	1892.52	1868.03	1884.4
11/8/2010	1884.4	1884.4	1860.48	1877.04
11/9/2010	1877.04	1896.54	1834.29	1845.33
11/10/2010	1845.33	1861.81	1816.89	1861.47
11/11/2010	1861.48	1865.92	1840.76	1862.11
11/12/2010	1862.11	1862.11	1804.41	1817.3
11/15/2010	1817.3	1834.52	1811.55	1811.95
11/16/2010	1811.95	1811.95	1743.47	1759.53
11/17/2010	1759.53	1779.12	1749.49	1753.46
11/18/2010	1753.46	1810.08	1753.46	1799.8
11/19/2010	1799.8	1814.01	1775.62	1809.65
11/22/2010	1809.65	1809.65	1775.59	1805.76
11/23/2010	1805.76	1805.76	1744.62	1754.86
11/24/2010	1754.86	1786.37	1754.86	1785.7
11/26/2010	1785.7	1785.7	1754.29	1761.89
11/29/2010	1761.89	1768.21	1727.41	1764.72
11/30/2010	1764.72	1782.23	1733.2	1757.32
12/1/2010	1757.32	1823.61	1757.32	1821.77
12/2/2010	1821.77	1873.76	1821.77	1871.02
12/3/2010	1871.02	1897.92	1866.49	1896.56
12/6/2010	1896.56	1910.63	1894.66	1906.3
12/7/2010	1906.3	1955.11	1906.3	1912.27
12/8/2010	1912.27	1925.58	1884.49	1892.29
12/9/2010	1892.29	1914.8	1888.78	1902.48
12/10/2010	1902.48	1922.04	1892.3	1920.21
12/13/2010	1920.21	1975.11	1920.21	1958.01
12/14/2010	1958.01	1965.68	1943.09	1954.75
12/15/2010	1954.76	1958.08	1928.28	1933.89
12/16/2010	1933.89	1958.4	1923.83	1958.21
12/17/2010	1958.21	1988.08	1951.92	1982.91
12/20/2010	1982.91	1995.96	1970.87	1975.39
12/21/2010	1975.39	2025.27	1975.39	2017.54
12/22/2010	2017.55	2017.55	2004.75	2014.76
12/23/2010	2014.76	2014.76	1994.36	2001.93
12/27/2010	2001.93	2001.93	1974.71	1986.01
12/28/2010	1986.02	1989.91	1975.54	1980.23
12/29/2010	1980.23	2000.36	1980.23	1994.72
12/30/2010	1994.72	2018.46	1994.72	2004.78
12/31/2010	2004.78	2017.13	1999.72	2008.21
1/3/2011	2008.21	2059.85	2008.21	2043.96
1/4/2011	2043.96	2066.53	2019.41	2057.76
1/5/2011	2057.76	2067.63	2025.69	2060.38
1/6/2011	2060.38	2063.64	2031.73	2035.17
1/7/2011	2035.17	2043.32	1991.61	2012.07
1/10/2011	2012.07	2012.07	1983.65	2002.55
1/11/2011	2002.55	2048.91	2002.55	2047.1
1/12/2011	2047.1	2085.97	2047.1	2084.73
1/13/2011	2084.73	2089.06	2049.93	2053.71
1/14/2011	2053.71	2058.13	2036.19	2046.95
1/18/2011	2046.95	2076.44	2046.95	2075.14
1/19/2011	2075.14	2077.82	2013.81	2021.97
1/20/2011	2021.97	2021.97	1972.63	2001.23
1/21/2011	2001.23	2034.74	1988.77	1991.56
1/24/2011	1991.56	2038.52	1991.56	2025.27
1/25/2011	2025.27	2025.27	1986.17	2023.91
1/26/2011	2033.46	2095.11	2033.46	2091.48
1/27/2011	2091.48	2091.48	2039.21	2050.54
1/28/2011	2050.54	2050.54	1979.42	1985.14
1/31/2011	1985.14	2020.64	1985.14	2019.7
2/1/2011	2019.7	2081.52	2019.7	2075.84
2/2/2011	2075.84	2102.5	2068.46	2076.24
2/3/2011	2076.24	2087.41	2043.97	2083.94
2/4/2011	2083.94	2089.17	2042.27	2068.52
2/7/2011	2068.52	2095.59	2068.52	2079.53
2/8/2011	2079.53	2100.39	2075.66	2099.42
2/9/2011	2099.42	2099.42	2040.98	2054.06
2/10/2011	2054.06	2070.66	2034.31	2062.9
2/11/2011	2062.9	2077.83	2043.23	2073.27
2/14/2011	2073.27	2112.89	2073.27	2108
2/15/2011	2108	2116.98	2087.51	2095.3
2/16/2011	2095.3	2121.02	2095.3	2117.96
2/17/2011	2117.96	2144.7	2108.32	2141.94
2/18/2011	2141.94	2141.94	2105.57	2117.08
2/22/2011	2117.08	2117.08	2018.69	2021.26
2/23/2011	2021.26	2034.62	1963.97	2000.21
2/24/2011	2000.21	2024.65	1971.5	2004.29
2/25/2011	2004.29	2035.58	2004.29	2022.15
2/28/2011	2022.15	2056.17	2022.15	2042.31
3/1/2011	2042.31	2054.86	1990.1	1992.32
3/2/2011	1992.32	2027.98	1989.85	2012.46
3/3/2011	2012.46	2070.16	2012.46	2068.81
3/4/2011	2068.81	2068.81	2029.84	2049.01
3/7/2011	2049.01	2051.92	1979.25	1989.86
3/8/2011	1989.86	2011.14	1955.48	1996.67
3/9/2011	1996.67	1996.67	1958.14	1972.24
3/10/2011	1972.24	1972.24	1906.23	1909.48
3/11/2011	1909.48	1953.17	1902.7	1946.62
3/14/2011	1946.62	1971.04	1936.38	1966
3/15/2011	1966	1966	1882.39	1944.32
3/16/2011	1944.32	1954.72	1872.34	1894.27
3/17/2011	1894.27	1956.85	1894.27	1935.62
3/18/2011	1935.62	1970.76	1935.62	1948.38
3/21/2011	1948.38	1983.75	1948.38	1983.74
3/22/2011	1983.74	1983.74	1958.26	1971.36
3/23/2011	1971.36	2007.95	1963.75	1996.54
3/24/2011	1996.54	2019.8	1986.72	2015.1
3/25/2011	2015.1	2037.98	2009.06	2017.49
3/28/2011	2017.49	2037.12	2011.18	2011.68
3/29/2011	2011.68	2051.95	2009.15	2048.58
3/30/2011	2048.58	2073.8	2044.71	2068.13
3/31/2011	2068.13	2068.55	2052.17	2055.06
4/1/2011	2055.06	2073.86	2044.5	2064.55
4/4/2011	2064.55	2089.78	2064.55	2087.7
4/5/2011	2087.7	2110.71	2076.14	2098.84
4/6/2011	2098.84	2115.81	2078.36	2082.91
4/7/2011	2082.91	2092.94	2060.82	2067.73
4/8/2011	2067.73	2091.36	2053.07	2061
4/11/2011	2061	2070.29	2026.68	2040.05
4/12/2011	2040.05	2040.05	1989.39	1998.56
4/13/2011	1998.56	2014.43	1973.88	1987.63
4/14/2011	1987.63	1994.23	1972.04	1985.43
4/15/2011	1985.43	1991.67	1968.65	1990.9
4/18/2011	1990.9	1990.9	1916.61	1943.47
4/19/2011	1943.47	1988.79	1943.47	1988.52
4/20/2011	1988.52	2035.69	1988.52	2028.58
4/21/2011	2028.58	2047.69	2028.58	2039.43
4/25/2011	2039.43	2041.86	2018.29	2029.12
4/26/2011	2029.12	2054.3	2026.23	2045.11
4/27/2011	2045.11	2047.15	2004.1	2039.9
4/28/2011	2039.9	2041.55	2018.36	2030.81
4/29/2011	2030.81	2052.11	2026.56	2044.96
5/2/2011	2044.96	2050.71	2010.11	2015.51
5/3/2011	2015.51	2015.51	1969.33	1984.42
5/4/2011	1984.42	1984.42	1931.89	1944.83
5/5/2011	1944.83	1948.09	1897.35	1909.85
5/6/2011	1909.85	1951.51	1908.29	1920.11
5/9/2011	1920.11	1955.8	1913.37	1948.18
5/10/2011	1948.18	1965.64	1939.41	1964.3
5/11/2011	1964.3	1964.3	1892.39	1899.27
5/12/2011	1899.27	1920.09	1871.03	1907.06
5/13/2011	1907.06	1907.58	1855.75	1864.69
5/16/2011	1864.69	1904.83	1856.72	1860.55
5/17/2011	1860.55	1869.09	1837.7	1863.68
5/18/2011	1863.68	1895.01	1859.76	1887.85
5/19/2011	1887.85	1896.28	1867.25	1879.48
5/20/2011	1879.48	1879.48	1841.91	1847.84
5/23/2011	1847.84	1847.84	1803.7	1823.04
5/24/2011	1823.04	1861.22	1823.04	1841.65
5/25/2011	1841.65	1862.35	1833.76	1853.62
5/26/2011	1853.62	1876.15	1844.38	1872.25
5/27/2011	1872.25	1906.51	1872.25	1894.83
5/31/2011	1894.83	1924.54	1886.3	1914.24
6/1/2011	1914.24	1914.24	1857.32	1861.17
6/2/2011	1861.17	1876.93	1845.3	1869.92
6/3/2011	1869.92	1869.92	1837.41	1843.8
6/6/2011	1843.8	1852.24	1818.05	1822.24
6/7/2011	1822.24	1857.69	1822.24	1833.96
6/8/2011	1833.96	1836.21	1808.19	1813.93
6/9/2011	1813.93	1843.61	1813.93	1833.92
6/10/2011	1833.92	1834.85	1804.32	1813.05
6/13/2011	1813.05	1818.84	1777.54	1791.67
6/14/2011	1791.67	1833.43	1791.67	1826.61
6/15/2011	1826.61	1826.61	1774.49	1780.94
6/16/2011	1780.94	1781.52	1736.92	1759.9
6/17/2011	1759.9	1779.93	1750.94	1759.3
6/20/2011	1759.3	1780.7	1753.1	1773.05
6/21/2011	1773.05	1822.7	1773.05	1817.36
6/22/2011	1817.36	1834.01	1809.84	1810.38
6/23/2011	1810.38	1810.38	1762.98	1807.22
6/24/2011	1807.22	1827.46	1794.04	1796.78
6/27/2011	1796.78	1814.57	1780.37	1806.22
6/28/2011	1806.22	1846.46	1806.22	1846.16
6/29/2011	1846.16	1887.32	1846.16	1876.17
6/30/2011	1876.17	1906.33	1876.17	1896.64
7/1/2011	1896.64	1935.78	1887.22	1932.24
7/5/2011	1932.24	1932.27	1911.13	1916.76
7/6/2011	1916.76	1916.76	1886.37	1902.25
7/7/2011	1902.25	1942.22	1902.25	1935.06
7/8/2011	1935.06	1935.06	1895.53	1914.79
7/11/2011	1914.79	1914.79	1854.41	1858.82
7/12/2011	1858.82	1869.06	1843.32	1845.6
7/13/2011	1845.6	1893.91	1845.6	1868.42
7/14/2011	1868.42	1879.32	1829.1	1835.11
7/15/2011	1835.11	1856.58	1830.97	1856.46
7/18/2011	1856.46	1856.46	1816.79	1823.23
7/19/2011	1823.23	1861.54	1823.23	1861.17
7/20/2011	1861.17	1871.05	1854.91	1862.24
7/21/2011	1862.24	1903.48	1862.24	1901.77
7/22/2011	1901.77	1904.03	1887.36	1898.89
7/25/2011	1898.89	1898.89	1880.55	1887.86
7/26/2011	1887.86	1887.86	1849.69	1854.35
7/27/2011	1854.35	1854.35	1806.28	1809.61
7/28/2011	1809.61	1826.39	1795.71	1798.03
7/29/2011	1798.03	1806.89	1765.64	1795.18
8/1/2011	1795.18	1826.53	1765.83	1779.4
8/2/2011	1779.4	1779.4	1714.91	1714.97
8/3/2011	1714.97	1720.88	1655.84	1700.63
8/4/2011	1700.63	1700.63	1561.47	1561.47
8/5/2011	1561.47	1603.3	1484.48	1541.6
8/8/2011	1541.6	1541.6	1367.5	1368.87
8/9/2011	1368.87	1466.69	1362.84	1466.16
8/10/2011	1466.15	1466.15	1382.5	1387.84
8/11/2011	1387.84	1483.75	1387.84	1468.06
8/12/2011	1468.06	1504.71	1468.06	1491.78
8/15/2011	1491.78	1534.69	1491.78	1531.19
8/16/2011	1531.19	1531.19	1485.45	1495.24
8/17/2011	1495.24	1524.98	1486.45	1500.98
8/18/2011	1500.98	1500.98	1387.16	1399.33
8/19/2011	1399.33	1427.19	1367.74	1368.88
8/22/2011	1368.88	1411.37	1359.79	1362.83
8/23/2011	1362.83	1420.38	1361.56	1420.38
8/24/2011	1420.38	1437.24	1397.23	1431.25
8/25/2011	1431.25	1447.56	1390.8	1398.45
8/26/2011	1398.45	1441.06	1363.95	1440.79
8/29/2011	1440.79	1504.58	1440.79	1503.99
8/30/2011	1503.99	1522.67	1478.35	1514.22
8/31/2011	1514.22	1554.98	1514.22	1532.97
9/1/2011	1532.97	1543.99	1510.17	1511.23
9/2/2011	1511.23	1511.23	1437.24	1449.9
9/6/2011	1449.9	1449.9	1377.17	1416.22
9/7/2011	1416.22	1490.98	1416.22	1489.15
9/8/2011	1489.15	1490.98	1455.28	1463.16
9/9/2011	1402.35	1402.35	1402.35	1402.35
9/12/2011	1391.4	1391.4	1391.4	1391.4
9/13/2011	1391.4	1423.35	1382.24	1413.67
9/14/2011	1413.67	1447.2	1383.14	1428.36
9/15/2011	1428.36	1471.35	1428.36	1465.37
9/16/2011	1465.37	1471.62	1440.49	1452.31
9/19/2011	1452.31	1452.31	1385.99	1416.38
9/20/2011	1416.38	1427.99	1384.41	1385.27
9/21/2011	1385.27	1385.27	1310.13	1310.8
9/22/2011	1310.8	1310.8	1185.24	1202.05
9/23/2011	1202.05	1228.49	1190.31	1214.97
9/26/2011	1246.07	1246.07	1246.07	1246.07
9/27/2011	1246.07	1319.37	1246.07	1284.6
9/28/2011	1284.6	1288.48	1221.07	1224.64
9/29/2011	1224.64	1260.75	1204.1	1233.19
9/30/2011	1233.19	1233.19	1180.65	1182.19
10/3/2011	1182.19	1188.38	1120.11	1120.37
10/4/2011	1120.37	1158.37	1080.67	1157.42
10/5/2011	1157.42	1207.49	1149.2	1205.11
10/6/2011	1205.11	1258.82	1205.11	1258.42
10/7/2011	1258.42	1274.98	1217.89	1229.13
10/10/2011	1229.13	1299.73	1229.13	1299.27
10/11/2011	1299.27	1309.41	1274.77	1305.37
10/12/2011	1305.37	1363.7	1305.37	1342.02
10/13/2011	1342.02	1342.02	1294.94	1333.07
10/14/2011	1333.07	1366.91	1333.07	1362.91
10/17/2011	1362.91	1362.91	1284.74	1287.35
10/18/2011	1287.35	1330.89	1252.59	1323.97
10/19/2011	1323.97	1323.97	1265.78	1269.73
10/20/2011	1269.73	1280.11	1239.37	1273.35
10/21/2011	1273.35	1320.76	1273.35	1316.12
10/24/2011	1316.12	1398.14	1316.12	1395.25
10/25/2011	1395.25	1395.25	1339.8	1342.44
10/26/2011	1342.44	1385.23	1334.67	1379.93
10/27/2011	1379.93	1524.16	1379.93	1506.22
10/28/2011	1506.22	1537.52	1479.02	1533.39
10/31/2011	1533.39	1533.39	1442.23	1442.23
11/1/2011	1442.23	1442.23	1360.58	1390.1
11/2/2011	1390.1	1444.5	1390.1	1436.82
11/3/2011	1436.82	1477.54	1425.24	1471.3
11/4/2011	1471.3	1494.78	1440.47	1484.89
11/7/2011	1484.89	1501.89	1460.41	1488.96
11/8/2011	1488.96	1506.78	1471.73	1503.32
11/9/2011	1503.32	1503.32	1404.06	1407.05
11/10/2011	1407.05	1438.14	1401.51	1419.64
11/11/2011	1419.76	1478.37	1419.76	1466.98
11/14/2011	1466.98	1466.98	1438.85	1454.88
11/15/2011	1454.88	1478.94	1436.7	1468.94
11/16/2011	1468.94	1468.94	1428.4	1429.96
11/17/2011	1429.96	1439.22	1364.08	1375.28
11/18/2011	1375.28	1389.79	1359.97	1369.62
11/21/2011	1335.23	1335.23	1295.31	1319.91
11/22/2011	1313.54	1323.14	1287.06	1302.5
11/23/2011	1284.3	1284.3	1235.84	1236.43
11/25/2011	1232.93	1249.79	1226.56	1227.57
11/28/2011	1289.85	1310.43	1276.65	1289.43
11/29/2011	1282.12	1299.29	1272.05	1278.96
11/30/2011	1344.94	1392.59	1344.94	1392.07
12/1/2011	1389	1409.72	1376.89	1389.23
12/2/2011	1407.14	1422.16	1392.85	1397.32
12/5/2011	1425.81	1445.93	1416.05	1428.17
12/6/2011	1418.92	1436.26	1403.19	1422.77
12/7/2011	1412	1418.44	1395.36	1411.99
12/8/2011	1394.59	1394.63	1343	1347.87
12/9/2011	1355.2	1391.59	1352.85	1387.24
12/12/2011	1359.01	1359.01	1315.96	1331.42
12/13/2011	1342.23	1355.06	1287.46	1299.01
12/14/2011	1284.8	1297.34	1264.29	1275.2
12/15/2011	1293.68	1300.37	1270.18	1275.69
12/16/2011	1287.21	1310.02	1284.03	1294.03
12/19/2011	1295.7	1295.95	1243.55	1246.29
12/20/2011	1276.64	1317.57	1276.64	1314.42
12/21/2011	1311.43	1317.92	1289.54	1313.97
12/22/2011	1319.59	1344.17	1319.59	1337.62
12/23/2011	1341.46	1344.79	1330.36	1344.22
12/27/2011	1341.4	1349.15	1337.71	1340.43
12/28/2011	1336.43	1336.83	1298.93	1300.78
12/29/2011	1302.41	1320.43	1301.79	1318.59
12/30/2011	1316.66	1330.98	1316.55	1326.82
1/3/2012	1371.35	1408.58	1371.35	1400.36
1/4/2012	1392.98	1418.24	1385.17	1410.12
1/5/2012	1410.12	1410.12	1374.55	1398.19
1/6/2012	1397.96	1400.08	1376.89	1386.82
1/9/2012	1395.87	1404.29	1383.62	1389.05
1/10/2012	1423.11	1439.93	1423.11	1432.71
1/11/2012	1431.08	1454.86	1427.33	1449.75
1/12/2012	1449.75	1470.67	1442.88	1469.4
1/13/2012	1453.5	1453.5	1416.15	1437.68
1/17/2012	1468.18	1480.42	1461.31	1467.31
1/18/2012	1470.29	1503.07	1464.99	1502.52
1/19/2012	1507.12	1524.82	1505.87	1517.99
1/20/2012	1514.26	1522.06	1508.37	1515.79
1/23/2012	1521.88	1542.63	1519.27	1529.8
1/24/2012	1514.04	1536.73	1498.77	1535.88
1/25/2012	1525.79	1572.58	1517	1569.04
1/26/2012	1586.82	1594.84	1544.54	1555.9
1/27/2012	1540.94	1563.62	1540.02	1558.61
1/30/2012	1530.55	1546.56	1516.31	1538.5
1/31/2012	1553.3	1565.24	1521.28	1541.57
2/1/2012	1541.57	1593.79	1541.57	1580.67
2/2/2012	1584.83	1605.57	1577.97	1586.36
2/3/2012	1602.24	1631.2	1602.24	1624.76
2/6/2012	1608.87	1615.09	1599.02	1610.48
2/7/2012	1609.3	1614.78	1586.35	1606.22
2/8/2012	1614.99	1626.85	1598.47	1604.74
2/9/2012	1605.11	1606.23	1583.38	1601.94
2/10/2012	1574.78	1574.78	1544.83	1553.07
2/13/2012	1553.07	1581.35	1553.07	1572.94
2/14/2012	1559.71	1559.71	1522.53	1539.68
2/15/2012	1540.83	1542.24	1504.5	1511.07
2/16/2012	1495.37	1539.84	1493.68	1539.78
2/17/2012	1549.14	1550.13	1523.56	1529.46
2/21/2012	1541.88	1563.49	1541.07	1545.93
2/22/2012	1536.89	1540.28	1519.74	1521.66
