ceaindx.lg,urint.lg,wgshr.lg,ppicty.lg,ffds.ts
4.879234962,6.697172954,4.142203332,5.281679725,1.58
4.871679693,6.733936794,4.136950898,5.263208189,0.65
4.749876407,7.087827116,3.943711007,5.223054882,0.05
4.768648655,7.350710996,4.019100226,5.23962837,0.05
4.786574656,7.484242389,4.043408056,5.253320001,0.08
4.790985632,7.574719974,4.038902217,5.262690189,0.09
4.804758478,7.538070347,4.079002874,5.269403356,0.1
4.812346944,7.541295578,4.078246077,5.275560379,0.09
4.820845922,7.441682774,4.096699866,5.280662431,0.09
4.82494808,7.469679796,4.114630809,5.289781036,0.09
4.8268727,7.465378714,4.113284606,5.300814247,0.09
4.831827557,7.533513438,4.015598735,5.322033893,0.09
4.836599317,7.561483974,4.082710155,5.3499606,0.08
4.841979928,7.615182042,3.899733144,5.370638028,0.07
4.845524774,7.573796826,4.051378818,5.384036242,0.07
4.850388292,7.568123873,4.080186408,5.415655859,0.06
4.855384009,7.659807163,4.087753266,5.433285227,0.08
4.863294706,7.500026256,4.086381975,5.446090611,0.1
4.868457102,7.429354123,4.088128116,5.452817985,0.09
4.874128049,7.316585505,4.100718421,5.462466467,0.08
4.880222842,7.211598194,4.104933757,5.482574549,0.08
4.885752112,7.193947478,4.1081985,5.494241816,0.08
4.891476312,7.112299973,4.111763755,5.486198441,0.08
4.894026569,7.004086388,4.110789285,5.507171306,0.08
4.899778219,7.053459473,4.109447604,5.532044711,0.08
4.90386638,6.913804362,4.108413446,5.560735476,0.2
4.907272781,6.938295382,4.1064678,5.580898954,0.33
4.910372872,6.813568064,4.10534583,5.610390787,0.77
4.913463382,6.804639433,4.104313434,5.63568563,1.21
4.917788744,6.767459486,4.108263135,5.606808912,1.68
4.919980926,6.804639433,4.108699596,5.596739062,2.33
4.923187458,6.677564482,4.110269499,5.590606311,2.56
4.926093592,6.730186455,4.102022159,5.579959988,3.08
4.92906364,6.76810569,4.098627642,5.572750812,3.78
4.931447776,6.637154944,4.095716545,5.55256028,4.1
4.934473933,6.687416779,4.098718449,5.561554327,4.33
4.936988754,6.665325821,4.09593901,5.555549252,4.57
4.939354092,6.642296343,4.09340394,5.549317301,4.65
4.941928096,6.6826435,4.094349225,5.548718044,4.83
4.943782987,6.754053936,4.0945378,5.53603421,5.06
4.946345631,6.730186455,4.09745303,5.536782934,5.08
4.948972634,6.697172954,4.100452556,5.53668445,5.12
4.950177325,6.74298663,4.100975767,5.551718505,5.33
4.952229043,6.790842651,4.101186061,5.556573203,5.33
4.953923839,6.848148398,4.100388134,5.542016203,5.33
4.957093861,6.692724795,4.100764761,5.532820157,5.33
4.958991061,6.854212265,4.101269921,5.520924774,5.33
4.961164899,6.767200888,4.095640071,5.52667132,5.33
4.962634818,6.819844621,4.098706738,5.540973307,5.33
4.965289192,6.852788777,4.099354022,5.541636025,5.33
4.967310169,6.775827736,4.09842521,5.548990478,5.33
4.969188104,6.838802535,4.099527894,5.542490243,5.33
4.970923794,6.860239583,4.097794388,5.544841451,5.33
4.972656476,6.87949451,4.099378056,5.550324333,5.33
4.974317031,6.898725872,4.102052423,5.543077585,5.33
4.97714745,6.948055789,4.102053084,5.532131781,5.13
4.979007019,6.961242794,4.101314024,5.533709596,4.83
4.980657071,7.019678483,4.102366029,5.534223133,4.64
4.98381208,6.995580931,4.102106497,5.535060029,4.48
4.986547499,6.896455724,4.100147626,5.550475883,4.33
4.987776,6.917594357,4.099917121,5.558748995,4.33
4.989479752,6.985340345,4.098544376,5.554992401,4.33
4.991928067,6.998355713,4.091989934,5.554477812,4.33
4.993353487,6.964220569,4.09817655,5.555584045,4.33
4.99518319,6.9699385,4.096292839,5.562568312,4.33
4.996468754,7.055787762,4.096990726,5.569709983,4.33
4.997617597,7.07640705,4.09638941,5.568798599,4.33
4.998967489,7.082935291,4.096515338,5.568459001,4.22
5.000719629,7.073031639,4.098667673,5.56330511,4.09
5.001930853,7.063028924,4.099215034,5.56664841,3.88
